64,30,34,45,21,21,31,59,40,25,77,50,42,47,10,21,16,70,72,87,14,14,83,50,50,88,30,21,17,69,8,8,70,33,23,41,20,74,40,82,47,82,30,60,26,8,64,61,31,40,2,86,48,61,12,19,7,36,82,28,40,40,62,56,86,9,31,6,86,76,47,31,16,62,21,8,60,60,80,48,57,69,36,43,44,55,76,73,34,38,25,4,48,24,31,19,13,55,30,51,59,47,51,2,64,31,12,62,30,67,22,28,6,8,35,40,46,26,51,21,10,68
50,79,5,24,22,38,57,13,81,10,45,30,1,13,14,62,42,72,13,70,41,3,39,32,14,69,58,36,7,55,88,80,47,27,40,42,8,77,78,70,26,37,64,61,41,5,71,17,76,80,4,4,66,78,13,77,65,83,33,19,46,8,58,30,16,45,53,56,48,68,59,51,74,59,27,88,75,22,64,40,86,85,2,53,29,27,87,52,56,81,5,82,53,17,20,65,11,83,86,62,17,70,48,35,35,76,83,17,22,51,41,6,52,7,86,20,13,72,31,55,18,5
27,47,3,78,25,53,5,24,75,73,76,45,50,84,59,44,3,63,47,46,56,80,25,17,29,85,81,73,16,77,11,82,57,59,39,62,7,17,34,23,60,43,33,62,82,23,42,53,15,44,45,85,84,45,61,73,69,85,75,21,12,81,12,44,34,47,69,26,15,18,40,81,15,76,66,18,66,77,87,69,8,79,41,42,25,44,10,51,3,12,20,35,71,52,61,57,56,23,24,6,65,82,45,62,47,16,51,60,79,4,54,1,31,27,65,41,21,68,2,76,72,40
40,51,82,83,79,80,16,26,69,44,9,19,73,25,44,74,83,1,83,31,18,52,35,25,18,36,75,63,49,83,50,56,18,79,14,63,11,62,41,18,85,49,77,14,65,55,60,39,71,38,62,41,65,74,7,1,84,17,25,56,29,35,80,33,55,84,30,8,11,38,14,20,53,71,10,25,37,9,44,81,42,46,60,47,47,23,1,27,9,87,30,41,36,16,5,48,7,87,83,59,63,59,36,28,63,17,68,12,18,45,36,86,18,2,5,63,72,39,23,49,19,15
1,32,21,69,47,49,82,23,84,72,40,27,62,35,50,9,15,84,87,32,49,12,30,51,26,9,39,46,36,52,57,17,24,78,77,24,87,80,52,12,14,53,50,84,81,25,1,30,7,83,7,72,40,29,60,12,55,87,1,23,42,86,69,54,49,15,62,60,7,1,4,82,38,43,67,81,58,26,34,2,17,32,38,65,28,68,6,22,16,37,72,73,56,44,14,20,54,31,8,15,43,34,62,46,75,36,24,59,32,1,21,42,30,62,13,27,81,87,50,18,70,87
28,58,71,67,2,13,55,53,73,53,20,61,49,15,51,87,71,29,12,68,51,18,33,54,60,65,41,18,71,8,39,9,31,82,78,80,3,15,8,74,42,3,45,31,75,46,15,75,6,16,26,1,1,15,21,9,13,26,10,54,44,7,78,5,48,70,80,80,19,8,30,77,41,67,79,5,76,54,5,61,34,47,80,46,68,74,15,56,51,61,14,9,21,42,70,73,5,68,1,19,29,33,41,50,86,30,33,64,63,26,39,83,41,71,52,65,69,85,63,22,50,6
88,13,52,38,59,9,24,82,14,6,87,69,64,63,29,68,62,74,26,67,45,34,85,20,63,16,28,37,50,12,56,22,3,52,7,29,52,49,54,31,31,50,80,88,74,16,44,32,40,82,33,21,31,84,80,41,71,64,78,41,76,3,13,58,45,56,4,86,60,63,65,17,26,40,76,38,16,2,33,16,60,71,28,2,78,45,22,64,23,88,32,13,18,58,50,64,27,33,85,72,28,10,3,13,14,55,38,44,10,34,44,85,11,63,43,25,29,11,82,34,42,25
69,72,55,17,65,58,48,10,54,70,52,1,55,72,60,28,51,69,53,82,66,39,65,35,6,87,73,44,31,39,14,2,65,31,67,88,59,38,51,51,5,28,16,78,19,62,74,9,68,87,3,39,34,6,32,8,12,7,44,81,71,68,57,9,88,69,88,65,66,61,26,80,11,1,41,54,20,81,55,12,50,39,73,58,52,57,14,50,83,35,45,66,22,19,19,63,65,64,74,30,74,44,2,32,85,48,58,3,19,80,55,60,51,58,25,59,86,4,12,19,62,8
15,64,80,43,8,73,84,49,20,65,26,24,26,87,22,35,10,4,51,41,77,58,27,56,74,84,24,4,59,3,42,6,55,11,47,2,23,5,75,52,57,15,72,68,45,6,87,63,22,69,54,87,41,37,82,56,35,13,48,18,56,43,64,76,71,28,42,45,43,28,78,30,50,81,83,63,69,67,42,41,54,41,39,73,8,60,31,45,4,15,67,77,8,11,74,17,52,78,26,58,58,16,61,12,1,18,66,81,2,46,78,82,10,64,70,43,33,44,54,64,85,20
75,73,77,41,10,15,8,64,11,2,21,2,48,41,77,78,2,20,32,2,10,42,59,74,36,70,38,55,65,34,25,53,13,53,29,8,44,20,71,54,2,78,88,39,35,72,62,15,58,19,69,47,80,48,54,83,79,8,51,48,79,42,20,16,11,72,34,9,5,81,82,86,55,86,53,70,30,13,65,8,46,63,43,38,43,29,51,44,67,60,57,11,42,26,85,33,81,45,50,42,75,71,64,70,50,81,48,80,45,85,29,17,49,17,27,1,28,36,70,71,54,72
79,23,6,1,67,88,51,8,78,45,82,20,71,33,68,53,65,77,25,27,74,48,24,7,71,40,64,26,43,59,85,37,66,16,70,13,43,27,1,45,82,17,54,28,83,65,12,26,43,41,75,23,64,70,88,38,77,49,38,24,22,33,55,77,58,48,47,24,46,52,70,60,72,49,68,68,56,11,75,78,5,87,4,32,1,15,44,70,53,4,13,71,5,22,76,77,72,35,56,86,48,86,15,47,33,69,11,6,34,2,17,40,40,79,3,31,11,81,85,48,23,38
22,41,61,4,28,1,21,74,12,80,19,78,32,78,75,22,77,25,27,13,86,67,42,5,12,61,70,82,4,80,55,16,84,23,87,22,31,29,57,26,43,56,40,46,61,74,26,85,28,21,64,37,60,63,59,84,73,32,12,74,59,61,30,84,26,14,85,30,85,55,35,37,34,23,48,13,13,78,24,31,23,31,15,56,15,78,63,4,35,40,68,43,50,8,34,69,31,77,59,3,55,35,58,1,37,27,70,38,81,25,4,65,56,30,8,57,80,65,56,83,64,58
45,68,50,11,68,37,3,35,35,13,78,31,57,40,82,3,48,64,54,11,44,85,76,75,64,34,80,61,61,46,81,72,5,71,63,28,2,34,21,53,23,77,26,15,46,87,10,52,13,14,43,75,37,31,37,31,15,34,18,77,9,65,66,62,37,2,61,48,69,54,17,84,9,68,58,65,53,75,67,4,21,37,14,10,36,39,35,31,7,84,2,58,86,61,82,75,44,80,78,12,53,12,40,44,11,86,73,35,61,5,79,74,61,31,83,56,4,88,4,56,33,42
43,61,11,76,13,62,42,68,68,39,33,22,63,55,53,54,46,79,77,69,11,84,12,16,10,38,65,33,83,81,86,54,35,14,64,1,18,78,86,59,37,32,19,73,50,35,22,16,27,55,19,30,69,51,43,59,48,78,54,31,35,56,41,25,29,24,83,73,41,27,44,36,56,78,17,79,8,63,27,57,75,7,79,49,70,73,13,67,2,85,24,52,68,51,56,88,2,58,57,32,47,28,27,72,79,5,52,26,64,28,30,73,5,32,14,76,82,84,27,78,1,76
59,38,9,13,43,65,70,11,85,66,66,40,84,67,5,70,26,2,19,39,29,44,32,83,42,86,2,40,69,62,36,27,69,87,61,83,80,26,11,11,38,71,73,54,78,68,63,24,24,63,67,29,71,30,50,66,83,55,37,67,58,83,15,31,23,73,2,70,42,22,9,7,52,33,62,6,10,41,74,15,13,72,29,41,74,42,30,3,18,79,19,86,15,35,45,74,77,76,63,33,8,76,25,10,81,9,62,45,88,88,76,37,68,18,15,87,83,40,19,33,87,21
14,9,75,47,49,44,35,72,42,16,73,73,46,59,41,86,85,68,38,21,28,62,43,71,77,5,5,87,82,38,17,87,81,77,20,86,35,61,35,39,13,4,82,57,14,37,19,43,3,36,38,59,63,19,70,62,24,59,23,64,5,74,49,70,62,23,36,28,64,45,66,38,7,2,59,31,55,50,12,9,19,2,56,59,87,79,28,82,37,23,39,50,85,43,78,34,49,70,7,28,68,61,56,56,24,82,42,73,29,63,61,69,79,51,57,26,44,45,57,38,67,39
53,15,51,32,9,33,80,18,16,38,17,63,47,7,46,14,63,27,58,73,84,7,40,67,4,18,59,72,32,74,47,7,51,13,17,47,29,48,62,32,24,24,20,5,31,42,35,64,84,23,15,17,2,73,16,26,44,43,85,46,7,47,16,50,54,68,3,69,63,49,83,28,66,42,11,1,19,21,49,33,64,49,19,77,59,16,11,39,31,71,7,19,23,31,73,53,30,13,45,61,40,21,18,80,3,66,21,78,46,22,38,66,72,69,53,81,5,22,44,44,22,27
